paper_id,title,source,published,authors,categories,hf_papers_url,arxiv_url,local_pdf,principal_argument,methodology,main_findings,limitations_or_gaps,future_opportunities,notes
2603.15553,Self-Distillation of Hidden Layers for Self-Supervised Representation Learning,arxiv,2026-03-16T17:13:27Z,Scott C. Lowe; Anthony Fuller; Sageev Oore; Evan Shelhamer; Graham W. Taylor,cs.CV; cs.LG,https://huggingface.co/papers/2603.15553,https://arxiv.org/abs/2603.15553,/root/workspace/jepa/pdfs/2603.15553.pdf,Predicting multiple hidden-layer teacher representations can stabilize predictive self-supervised learning and capture richer abstractions than relying on reconstruction or final-layer targets alone.,"Introduces Bootleg, a hierarchical self-distillation method that predicts latent targets from several teacher hidden layers, and evaluates it on image classification and semantic segmentation benchmarks against predictive and generative SSL baselines.","Bootleg substantially outperforms comparable baselines, including about a 10% gain over I-JEPA on the classification results highlighted in the abstract, while also improving semantic segmentation performance.",The abstract grounds the evidence in image classification and segmentation tasks and does not detail how the method behaves in other modalities or settings.,Transfer hierarchical latent-target prediction to other modalities and other predictive SSL architectures.,abstract-level synthesis
2603.13227,Representation Learning for Spatiotemporal Physical Systems,arxiv,2026-03-13T17:59:51Z,Helen Qu; Rudy Morel; Michael McCabe; Alberto Bietti; François Lanusse; Shirley Ho; Yann LeCun,cs.LG; cs.CV,https://huggingface.co/papers/2603.13227,https://arxiv.org/abs/2603.13227,/root/workspace/jepa/pdfs/2603.13227.pdf,"Downstream scientific tasks are a better test of physically meaningful representations than next-frame emulation, and latent-space self-supervised methods can be more useful than pixel-level prediction objectives.","Compares general-purpose self-supervised methods and physics-oriented modeling approaches on downstream tasks for spatiotemporal physical systems, including governing-parameter estimation.","Not all methods designed for physical modeling outperform generic self-supervised learning. Methods that learn in latent space, including JEPA-style approaches, outperform pixel-level prediction objectives on the evaluated downstream tasks.",The summary emphasizes downstream evaluation tasks such as parameter estimation and does not specify broader task coverage or detailed computational tradeoffs beyond the pitfalls of autoregressive emulators.,Extend evaluation to more scientific inference tasks and further develop latent-space representation learning methods for physics-grounded modeling.,abstract-level synthesis
2603.12772,PVI: Plug-in Visual Injection for Vision-Language-Action Models,arxiv,2026-03-13T08:16:53Z,Zezhou Zhang; Songxin Zhang; Xiao Xiong; Junjie Zhang; Zejian Xie; Jingyi Xi; Zunyao Mao; Zan Mao; Zhixin Mai; Zhuoyang Song; Jiaxing Zhang,cs.CV; cs.LG; cs.RO,https://huggingface.co/papers/2603.12772,https://arxiv.org/abs/2603.12772,/root/workspace/jepa/pdfs/2603.12772.pdf,"A lightweight plug-in module can inject auxiliary visual cues into vision-language-action models without major architectural changes, and temporal video features are especially valuable for action prediction.","Introduces Plug-in Visual Injection (PVI), an encoder-agnostic module with zero-initialized residual pathways attached to a pretrained action expert, then compares temporal video features such as V-JEPA2 against static features such as DINOv2 in simulation and real-robot settings.","PVI delivers consistent gains over the base policy and other injection strategies. Temporal video features from V-JEPA2 outperform strong static image features, with the biggest gains on multi-phase tasks; real-robot cloth-folding results support practical usefulness.","The summary highlights specific simulated tasks and a long-horizon cloth-folding demonstration, but does not establish how broadly the method transfers across robot platforms or task families.",Explore broader long-horizon manipulation settings and additional temporal feature sources within lightweight plug-in architectures.,abstract-level synthesis
2603.11417,Zero-Shot Cross-City Generalization in End-to-End Autonomous Driving: Self-Supervised versus Supervised Representations,arxiv,2026-03-12T01:19:32Z,Fatemeh Naeinian; Ali Hamza; Haoran Zhu; Anna Choromanska,cs.CV; cs.LG,https://huggingface.co/papers/2603.11417,https://arxiv.org/abs/2603.11417,/root/workspace/jepa/pdfs/2603.11417.pdf,"Zero-shot transfer to unseen cities exposes major failure modes in end-to-end driving, and self-supervised visual representations improve robustness relative to supervised backbones.","Integrates self-supervised backbones including I-JEPA, DINOv2, and MAE into planning frameworks, then evaluates strict geographic train-test splits on nuScenes in open-loop and NAVSIM in closed-loop.","Models with traditional supervised backbones show a large cross-city generalization gap, especially when transferring across different driving conventions. Self-supervised pretraining sharply reduces this gap and improves closed-loop PDMS by up to 4 percent.","The reported evidence is tied to the listed backbones, datasets, and evaluation protocols, and the summary does not claim coverage of other driving benchmarks or planning setups.",Make zero-shot geographic transfer a standard evaluation and investigate domain-specific self-supervised pretraining for more robust planning.,abstract-level synthesis
2603.07083,Dreamer-CDP: Improving Reconstruction-free World Models Via Continuous Deterministic Representation Prediction,arxiv,2026-03-07T07:41:28Z,Michael Hauri; Friedemann Zenke,cs.LG,https://huggingface.co/papers/2603.07083,https://arxiv.org/abs/2603.07083,/root/workspace/jepa/pdfs/2603.07083.pdf,Reconstruction-free world models can remain competitive if they predict continuous deterministic representations with a JEPA-style objective instead of reconstructing pixels.,Introduces a JEPA-style predictor over continuous deterministic latent representations within a Dreamer-style model-based reinforcement learning setup and evaluates it on Crafter.,"The method matches Dreamer on Crafter, showing that effective world model learning is possible on this benchmark without reconstruction objectives.",The summary reports results on Crafter only and does not describe performance on additional environments or tasks.,Test JEPA-style reconstruction-free world models on a wider range of high-dimensional reinforcement-learning benchmarks.,abstract-level synthesis
2603.05924,Weak-SIGReg: Covariance Regularization for Stable Deep Learning,huggingface_papers;arxiv,2026-03-06T05:32:40Z,Habibullah Akbar,cs.LG,https://huggingface.co/papers/2603.05924,https://arxiv.org/abs/2603.05924,/root/workspace/jepa/pdfs/2603.05924.pdf,"SIGReg, introduced in LeJEPA, can serve as a general optimization stabilizer for supervised deep learning, and a covariance-focused weak variant preserves the benefit with lower cost.","Derives Weak-SIGReg as a random-sketching approximation that targets covariance structure, motivates it through a representation-collapse perspective, and evaluates it on ViTs and deep vanilla MLPs.",Weak-SIGReg recovers a collapsed ViT on CIFAR-100 from 20.73% to 72.02% accuracy and substantially improves convergence for deep vanilla MLPs trained with pure SGD.,"The summary centers on selected supervised settings and does not specify how uniformly the method works across broader architectures, datasets, or optimization regimes.",Apply Gaussian-constrained regularization more broadly as an architecture-agnostic training stabilizer and study its behavior in additional low-data or collapse-prone regimes.,abstract-level synthesis
2603.02650,Improving Diffusion Planners by Self-Supervised Action Gating with Energies,arxiv,2026-03-03T06:36:16Z,Yuan Lu; Dongqi Han; Yansen Wang; Dongsheng Li,cs.LG; cs.AI; cs.RO,https://huggingface.co/papers/2603.02650,https://arxiv.org/abs/2603.02650,/root/workspace/jepa/pdfs/2603.02650.pdf,"Diffusion planners need a feasibility signal beyond value estimates, and JEPA-based latent prediction error can provide an effective inference-time action gate.","Trains a JEPA encoder on offline state sequences together with an action-conditioned latent predictor, then re-ranks sampled trajectories by combining value scores with an energy based on latent prediction error.","SAGE improves the performance and robustness of diffusion planners across locomotion, navigation, and manipulation benchmarks without environment rollouts or policy retraining.",The method is described for diffusion planning pipelines that already sample candidate trajectories and score them with values; the summary does not address other planner classes.,Extend latent feasibility re-ranking to other offline planning pipelines and study its effects on harder long-horizon decision problems.,abstract-level synthesis
2602.23058,GeoWorld: Geometric World Models,huggingface_papers;arxiv,2026-02-26T14:42:53Z,Zeyu Zhang; Danning Li; Ian Reid; Richard Hartley,cs.CV; cs.RO,https://huggingface.co/papers/2602.23058,https://arxiv.org/abs/2602.23058,/root/workspace/jepa/pdfs/2602.23058.pdf,"Geometric structure matters in predictive world models, and hyperbolic JEPA representations can better preserve hierarchy and support longer-horizon visual planning.","Introduces GeoWorld with a Hyperbolic JEPA that maps Euclidean latents onto hyperbolic manifolds, plus geometric reinforcement learning for energy-based optimization, and evaluates on CrossTask and COIN.",GeoWorld improves success rate by about 3% in 3-step planning and 2% in 4-step planning relative to the state-of-the-art V-JEPA 2 baseline.,"The summary reports gains on CrossTask and COIN with short multi-step planning settings, and does not establish broader generality beyond those benchmarks.",Explore geometric latent spaces for longer-horizon planning and additional energy-based world-model applications.,abstract-level synthesis
2602.14672,MeFEm: Medical Face Embedding model,huggingface_papers;arxiv,2026-02-16T11:51:46Z,Yury Borets; Stepan Botman,cs.CV,https://huggingface.co/papers/2602.14672,https://arxiv.org/abs/2602.14672,/root/workspace/jepa/pdfs/2602.14672.pdf,A domain-adapted JEPA can produce strong facial embeddings for biometric and medical analysis even with less training data than major baselines.,"Builds MeFEm by modifying JEPA with axial stripe masking, circular loss weighting, and probabilistic CLS-token reassignment, then evaluates it on anthropometric tasks and BMI estimation from facial images.","MeFEm outperforms FaRL and Franca on core anthropometric tasks while using substantially less data, and it shows promising BMI-estimation results on a newly consolidated dataset.","The BMI evaluation relies on a closed-source dataset, and the summary focuses on selected anthropometric and BMI tasks rather than broader clinical deployment.",Use the released model as a baseline for broader facial medical-analysis work and develop better datasets that reduce domain bias.,abstract-level synthesis
2602.13507,Benchmarking Video Foundation Models for Remote Parkinson's Disease Screening,arxiv,2026-02-13T22:36:42Z,Md Saiful Islam; Ekram Hossain; Abdelrahman Abdelkader; Tariq Adnan; Fazla Rabbi Mashrur; Sooyong Park; Praveen Kumar; Qasim Sudais; Natalia Chunga; Nami Shah; Jan Freyberg; Christopher Kanan; Ruth Schneider; Ehsan Hoque,cs.CV,https://huggingface.co/papers/2602.13507,https://arxiv.org/abs/2602.13507,/root/workspace/jepa/pdfs/2602.13507.pdf,"Video foundation models can support remote Parkinson's screening, but model effectiveness depends strongly on the clinical task, so architecture choice should be task-aware.","Benchmarks seven state-of-the-art video foundation models on a new dataset of 1,888 participants across 16 standardized clinical tasks using frozen embeddings and a linear classification head.","VideoPrism is strongest for visual speech and facial expressivity, V-JEPA is best for upper-limb motor tasks, and TimeSformer remains competitive for rhythmic tasks. Results reach AUCs of 76.4-85.3% and accuracies of 71.5-80.6%, with high specificity but lower sensitivity.","Lower sensitivity limits standalone screening performance, and the summary explicitly points to the need for calibration and combining multiple tasks or modalities.",Develop task-aware model selection and integrate multiple tasks or modalities for stronger remote neurological screening systems.,abstract-level synthesis
2602.11322,Predictive Associative Memory: Retrieval Beyond Similarity Through Temporal Co-occurrence,arxiv,2026-02-11T19:51:22Z,Jason Dury,cs.LG; cs.AI; cs.IR; cs.NE,https://huggingface.co/papers/2602.11322,https://arxiv.org/abs/2602.11322,/root/workspace/jepa/pdfs/2602.11322.pdf,"Associative memory should retrieve states linked by temporal co-occurrence, not just representational similarity, and JEPA-style prediction can learn that associative structure.","Proposes Predictive Associative Memory with an Inward JEPA over stored experience paired with an Outward JEPA over incoming data, then evaluates associative recall on a synthetic benchmark against cosine similarity.","The model retrieves true temporal associates with high precision, recovers cross-boundary associations that cosine similarity misses, separates co-experienced from never-co-experienced states well, and remains stable across seeds. A temporal shuffle control supports that the signal comes from temporal co-occurrence.",The evaluation is on a synthetic benchmark and is framed around recall of experienced associations rather than generalization to unseen ones.,Apply temporally grounded associative retrieval to richer experience streams and more practical memory systems.,abstract-level synthesis
2602.05638,SurgMotion: A Video-Native Foundation Model for Universal Understanding of Surgical Videos,huggingface_papers;arxiv,2026-02-05T13:18:33Z,Jinlin Wu; Felix Holm; Chuxi Chen; An Wang; Yaxin Hu; Xiaofan Ye; Zelin Zang; Miao Xu; Lihua Zhou; Huai Liao; Danny T. M. Chan; Ming Feng; Wai S. Poon; Hongliang Ren; Dong Yi; Nassir Navab; Gaofeng Meng; Jiebo Luo; Hongbin Liu; Zhen Lei,cs.CV,https://huggingface.co/papers/2602.05638,https://arxiv.org/abs/2602.05638,/root/workspace/jepa/pdfs/2602.05638.pdf,"For surgical videos, latent motion prediction is a better pretraining signal than pixel reconstruction because it prioritizes semantic dynamics over low-level visual artifacts.","Builds SurgMotion on V-JEPA with motion-guided latent masked prediction, spatiotemporal affinity self-distillation, and feature-diversity regularization, then pretrains on the SurgMotion-15M dataset and evaluates across 17 benchmarks.","SurgMotion substantially outperforms prior methods across surgical workflow recognition, action triplet recognition, skill assessment, polyp segmentation, and depth estimation, positioning it as a strong universal surgical-video model.","The summary emphasizes benchmark gains and large-scale pretraining, but does not specify deployment constraints or behavior beyond the listed surgical tasks.","Extend motion-oriented surgical foundation modeling to additional procedures, tasks, and large-scale clinical video resources.",abstract-level synthesis
2602.02620,CryoLVM: Self-supervised Learning from Cryo-EM Density Maps with Large Vision Models,arxiv,2026-02-02T13:36:36Z,Weining Fu; Kai Shu; Kui Xu; Qiangfeng Cliff Zhang,q-bio.QM; cs.AI; cs.LG,https://huggingface.co/papers/2602.02620,https://arxiv.org/abs/2602.02620,/root/workspace/jepa/pdfs/2602.02620.pdf,A JEPA-based cryo-EM foundation model can learn transferable structural representations that support multiple downstream restoration and enhancement tasks.,"Introduces CryoLVM by combining JEPA with a SCUNet-based backbone and a histogram-based distribution-alignment loss, then adapts the model to sharpening, super-resolution, and missing-wedge restoration.",CryoLVM consistently outperforms strong baselines across multiple density-map quality metrics on all three evaluated cryo-EM tasks.,"The summary focuses on density maps with resolved structures and on three downstream tasks, without claiming broader coverage of other cryo-EM settings.",Use unified self-supervised structural pretraining for a wider range of cryo-EM analysis tasks.,abstract-level synthesis
2602.07016,Gaussian-Constrained LeJEPA Representations for Unsupervised Scene Discovery and Pose Consistency,arxiv,2026-01-31T19:52:54Z,Mohsen Mostafa,cs.CV,https://huggingface.co/papers/2602.07016,https://arxiv.org/abs/2602.07016,/root/workspace/jepa/pdfs/2602.07016.pdf,Gaussian-constrained embeddings inspired by LeJEPA can improve unsupervised scene discovery and pose consistency in ambiguous multi-scene image collections.,"Evaluates three increasingly refined pipelines on the IMC2025 challenge, culminating in a LeJEPA-inspired approach that enforces isotropic Gaussian constraints on image embeddings for clustering and pose estimation.","Gaussian-constrained embeddings improve scene separation and pose plausibility over heuristic baselines, especially in visually ambiguous settings.","The work is explicitly empirical rather than theoretical, and the summary grounds the evidence in the IMC2025 setting.",Further connect self-supervised representation constraints with practical structure-from-motion pipelines and test them under broader real-world ambiguity.,abstract-level synthesis
2602.09040,Soft Clustering Anchors for Self-Supervised Speech Representation Learning in Joint Embedding Prediction Architectures,huggingface_papers;arxiv,2026-01-30T20:51:37Z,Georgios Ioannides; Adrian Kieback; Judah Goldfeder; Linsey Pang; Aman Chadha; Aaron Elkins; Yann LeCun; Ravid Shwartz-Ziv,eess.AS; cs.AI; cs.LG; cs.SD,https://huggingface.co/papers/2602.09040,https://arxiv.org/abs/2602.09040,/root/workspace/jepa/pdfs/2602.09040.pdf,"Speech JEPAs benefit from explicit grounding, and one-shot soft clustering anchors from a frozen GMM can stabilize training without iterative reclustering.",Fits a Gaussian Mixture Model once on log-mel spectrograms and uses its frozen soft posteriors as auxiliary targets with a decaying supervision schedule during JEPA training on roughly 50k hours of speech.,"GMM anchoring improves ASR, emotion recognition, and slot filling relative to a matched-compute WavLM-style baseline, while producing far more uniform cluster utilization.",The summary compares primarily against a WavLM-style baseline and does not detail broader compute tradeoffs or comparisons to more methods.,Scale soft-anchored speech representation learning further and investigate other non-iterative grounding signals for JEPA training.,abstract-level synthesis
2601.22128,The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal EHR,huggingface_papers;arxiv,2026-01-29T18:49:37Z,Irsyad Adam; Zekai Chen; David Laprade; Shaun Porwal; David Laub; Erik Reinertsen; Arda Pekis; Kevin Brown,cs.AI; cs.CE; q-bio.QM,https://huggingface.co/papers/2601.22128,https://arxiv.org/abs/2601.22128,/root/workspace/jepa/pdfs/2601.22128.pdf,"Clinical foundation models should model patients as evolving dynamical systems rather than static documents, and combining JEPA with next-token prediction better captures disease trajectories.","Introduces SMB-Structure, a structured-EHR world model that pairs next-token prediction with latent JEPA prediction, and evaluates learned embeddings with linear probes across disease trajectories in two large cohorts.","The training paradigm learns embeddings that capture disease dynamics not recovered by autoregressive baselines and achieves competitive performance on complex, heterogeneous clinical tasks.","The summary is centered on structured EHR data and two cohorts, and it does not specify broader deployment evidence beyond those settings.","Develop richer patient world models for additional cohorts, interventions, and longitudinal clinical prediction tasks.",abstract-level synthesis
2601.20190,WirelessJEPA: A Multi-Antenna Foundation Model using Spatio-temporal Wireless Latent Predictions,arxiv,2026-01-28T02:39:47Z,Viet Chu; Omar Mashaal; Hatem Abou-Zeid,eess.SP,https://huggingface.co/papers/2601.20190,https://arxiv.org/abs/2601.20190,/root/workspace/jepa/pdfs/2601.20190.pdf,JEPA can serve as a generalizable wireless foundation model when adapted to real-world multi-antenna IQ data with structured spatiotemporal latent prediction.,"The paper reshapes multi-antenna IQ streams into a 2D antenna-time representation, applies block masking and sparse convolutional processing, and trains WirelessJEPA to predict latent representations of masked signal regions with spatiotemporal mask geometries before evaluating six downstream tasks.",WirelessJEPA learns general-purpose wireless representations without handcrafted contrastive augmentations and shows robust performance and strong task generalization across six downstream tasks.,"The abstract does not provide per-task quantitative detail, failure cases, or evaluation beyond the six reported downstream tasks.","Scale JEPA-style pretraining to broader wireless settings, test additional downstream tasks and modalities, and refine antenna-time masking strategies.",abstract-level synthesis
2601.17216,Spatiotemporal Semantic V2X Framework for Cooperative Collision Prediction,arxiv,2026-01-23T23:02:04Z,Murat Arda Onsu; Poonam Lohan; Burak Kantarci; Aisha Syed; Matthew Andrews; Sean Kennedy,cs.CV; cs.AI; cs.LG; eess.IV,https://huggingface.co/papers/2601.17216,https://arxiv.org/abs/2601.17216,/root/workspace/jepa/pdfs/2601.17216.pdf,Semantic V2X communication based on V-JEPA embeddings can support cooperative collision prediction while dramatically lowering communication load relative to raw video transmission.,"RSU-mounted cameras generate spatiotemporal semantic embeddings of future frames with V-JEPA in a digital twin traffic environment, and vehicles use a lightweight attentive probe and classifier to decode those embeddings for imminent collision prediction.","The framework improves collision-prediction F1 by 10% and cuts transmission requirements by four orders of magnitude versus sending raw video, while preserving predictive utility.","The abstract centers on a digital twin evaluation and does not describe real-world deployment performance, robustness, or detailed latency trade-offs.","Validate semantic V2X collision prediction in live ITS settings, optimize embedding processing and communication pipelines, and extend the approach to other cooperative safety tasks.",abstract-level synthesis
2601.10592,Action100M: A Large-scale Video Action Dataset,huggingface_papers;arxiv,2026-01-15T17:02:27Z,Delong Chen; Tejaswi Kasarla; Yejin Bang; Mustafa Shukor; Willy Chung; Jade Yu; Allen Bolourchi; Theo Moutakanni; Pascale Fung,cs.CV,https://huggingface.co/papers/2601.10592,https://arxiv.org/abs/2601.10592,/root/workspace/jepa/pdfs/2601.10592.pdf,"A very large, automatically constructed open-vocabulary video action dataset can provide a stronger foundation for scalable video understanding and world modeling.","Action100M is built from 1.2M instructional videos using V-JEPA 2 embeddings for hierarchical temporal segmentation, a Tree-of-Captions pipeline, and GPT-OSS-120B with multi-round Self-Refine to produce structured action annotations; VL-JEPA is then trained on the dataset.","The pipeline yields O(100 million) temporally localized segments, and training VL-JEPA on Action100M produces consistent data-scaling gains and strong zero-shot action-recognition performance across benchmarks.","The abstract does not report annotation error rates, dataset biases, or a detailed breakdown of where automated labeling is strongest or weakest.","Use Action100M for larger-scale pretraining and world-model research, improve automated annotation quality, and study scaling behavior across more video tasks.",abstract-level synthesis
2601.06212,Akasha 2: Hamiltonian State Space Duality and Visual-Language Joint Embedding Predictive Architectur,arxiv,2026-01-08T18:40:31Z,Yani Meziani,cs.CV; cs.AI,https://huggingface.co/papers/2601.06212,https://arxiv.org/abs/2601.06212,/root/workspace/jepa/pdfs/2601.06212.pdf,Combining Hamiltonian State Space Duality with VL-JEPA and physics-inspired inductive biases can yield a multimodal latent world model with stronger spatiotemporal coherence and efficiency.,"Akasha 2 combines a Mamba-3 selective state space model, a Sparse Mixture of Hamiltonian Experts with symplectic integration, Hamiltonian Flow Matching, persistent 3D Gaussian Splatting, and a holographic memory architecture for multimodal modeling and visual synthesis.","The abstract reports state-of-the-art video prediction, sub-50 ms mobile latency, 4x faster visual synthesis than diffusion models, 3-18x inference speedups over transformer baselines, and maintained energy conservation over long horizons.","The metadata gives broad headline claims but not the detailed evaluation settings, ablations, or boundaries of the reported gains.","Stress-test the physics-inspired design across more multimodal tasks, reproduce the efficiency claims in broader settings, and isolate which inductive biases contribute most.",abstract-level synthesis
2601.03665,PhysVideoGenerator: Towards Physically Aware Video Generation via Latent Physics Guidance,huggingface_papers;arxiv,2026-01-07T07:38:58Z,Siddarth Nilol Kundur Satish; Devesh Jaiswal; Hongyu Chen; Abhishek Bakshi,cs.CV,https://huggingface.co/papers/2601.03665,https://arxiv.org/abs/2601.03665,/root/workspace/jepa/pdfs/2601.03665.pdf,Injecting V-JEPA 2-derived physics guidance into video diffusion can make physics-aware generation technically feasible.,"The framework trains a lightweight predictor network to regress physical features from noisy diffusion latents, then injects those predicted physics tokens into the temporal attention layers of a DiT-based generator through cross-attention while validating joint-training stability.","The abstract shows that diffusion latents retain enough information to recover V-JEPA 2 physical representations and that the joint optimization remains stable, establishing a basis for future physics-aware generative modeling.",This is presented as a proof of concept focused on architectural feasibility and training stability rather than large-scale gains in perceptual quality or physical realism.,"Run broader evaluations of physical realism, scale the approach to larger generators and datasets, and test stronger physics-guidance mechanisms.",abstract-level synthesis
2512.24497,What Drives Success in Physical Planning with Joint-Embedding Predictive World Models?,huggingface_papers;arxiv,2025-12-30T22:50:03Z,Basile Terver; Tsung-Yen Yang; Jean Ponce; Adrien Bardes; Yann LeCun,cs.AI; cs.LG; cs.RO; stat.ML,https://huggingface.co/papers/2512.24497,https://arxiv.org/abs/2512.24497,/root/workspace/jepa/pdfs/2512.24497.pdf,"Success in representation-space physical planning with JEPA world models depends on specific technical choices in architecture, training objective, and planning algorithm.","The paper defines this family as JEPA-WMs, performs a comparative study of key design components on simulated environments and real robotic data, and combines the strongest choices into a new model.",The resulting model outperforms DINO-WM and V-JEPA-2-AC on both navigation and manipulation tasks.,The abstract does not detail the full quantitative effect of each design choice or whether the conclusions transfer beyond the studied tasks and datasets.,"Extend JEPA-WM analysis to broader robotic settings, probe interactions among planning and representation choices, and test generalization to more unseen tasks and environments.",abstract-level synthesis
2512.21881,SLIM-Brain: A Data- and Training-Efficient Foundation Model for fMRI Data Analysis,huggingface_papers;arxiv,2025-12-26T06:10:31Z,Mo Wang; Junfeng Xia; Wenhao Ye; Enyu Liu; Kaining Peng; Jianfeng Feng; Quanying Liu; Hongkai Wen,cs.CV; q-bio.NC,https://huggingface.co/papers/2512.21881,https://arxiv.org/abs/2512.21881,/root/workspace/jepa/pdfs/2512.21881.pdf,An atlas-free JEPA-style design can improve both data efficiency and training efficiency for voxel-level fMRI foundation modeling without sacrificing fine-grained spatial detail.,SLIM-Brain uses a two-stage pipeline in which a lightweight temporal extractor ranks windows by saliency and a 4D Hiera-JEPA encoder learns voxel-level representations from the top-k windows while deleting about 70% of masked patches.,"Across seven public benchmarks, the model achieves new state-of-the-art results while needing only 4 thousand pre-training sessions and roughly 30% of the GPU memory of traditional voxel-level methods.","The abstract emphasizes benchmark performance and efficiency, but does not spell out cross-site robustness, clinical deployment constraints, or weaker task settings.","Scale the approach to more neuroimaging cohorts and tasks, refine saliency selection, and test robustness across acquisition settings and populations.",abstract-level synthesis
2512.19605,KerJEPA: Kernel Discrepancies for Euclidean Self-Supervised Learning,arxiv,2025-12-22T17:41:26Z,Eric Zimmermann; Harley Wiltzer; Justin Szeto; David Alvarez-Melis; Lester Mackey,cs.LG; cs.CV,https://huggingface.co/papers/2512.19605,https://arxiv.org/abs/2512.19605,/root/workspace/jepa/pdfs/2512.19605.pdf,Kernel-based regularizers broaden JEPA-style Euclidean self-supervised learning and can improve stability while offering more design flexibility than a single Gaussian-prior regularizer.,"The paper defines a family of KerJEPAs, connects one case to the LeJEPA Epps-Pulley regularizer, expands the set of admissible kernels and priors, and derives the closed-form high-dimensional limit of sliced MMDs.",The resulting KerJEPA variants are described as having improved training stability and greater flexibility in regularizer design.,The abstract does not include benchmark-by-benchmark downstream results or specify which kernels and priors are best in different practical settings.,"Evaluate kernel and prior choices across more tasks, adapt the framework to additional JEPA variants, and study how the theoretical results translate into downstream gains.",abstract-level synthesis
2512.15885,Seeing Beyond Words: Self-Supervised Visual Learning for Multimodal Large Language Models,huggingface_papers;arxiv,2025-12-17T19:01:34Z,Davide Caffagni; Sara Sarto; Marcella Cornia; Lorenzo Baraldi; Pier Luigi Dovesi; Shaghayegh Roohi; Mark Granroth-Wilding; Rita Cucchiara,cs.CV; cs.AI; cs.CL; cs.MM,https://huggingface.co/papers/2512.15885,https://arxiv.org/abs/2512.15885,/root/workspace/jepa/pdfs/2512.15885.pdf,MLLMs can gain stronger visual understanding by adding JEPA-inspired self-supervised visual learning instead of relying primarily on text supervision.,"The proposed JARVIS framework integrates the I-JEPA learning paradigm into vision-language alignment, uses frozen vision foundation models as context and target encoders, and trains the predictor via early LLM layers.","Across different LLM families, JARVIS consistently improves vision-centric benchmark performance without hurting multimodal reasoning ability.","The abstract does not describe compute trade-offs, where the gains are smallest, or how much the method depends on the chosen frozen vision encoders.","Apply JEPA-style visual enhancement to broader MLLM settings, study scaling and efficiency, and probe how it changes visual reasoning behavior.",abstract-level synthesis
2512.13684,Recurrent Video Masked Autoencoders,huggingface_papers;arxiv,2025-12-15T18:59:48Z,Daniel Zoran; Nikhil Parthasarathy; Yi Yang; Drew A Hudson; Joao Carreira; Andrew Zisserman,cs.CV,https://huggingface.co/papers/2512.13684,https://arxiv.org/abs/2512.13684,/root/workspace/jepa/pdfs/2512.13684.pdf,Recurrent computation can make video masked autoencoders more efficient while preserving strong general-purpose video representations.,RVM combines an asymmetric masking objective with a transformer-based recurrent neural network and trains only with a pixel reconstruction loss to aggregate temporal information efficiently.,"The model is competitive with VideoMAE and V-JEPA on video-level tasks, matches or exceeds strong image models on geometry-heavy tasks, achieves up to 30x better parameter efficiency in the small-model regime, and supports stable long-horizon feature propagation with linear cost.",The abstract does not present full trade-offs against all baselines or identify settings where recurrent masking is weaker than attention-heavy alternatives.,"Scale recurrent video representation learning further, test more long-horizon tasks, and explore how recurrence interacts with other self-supervised objectives.",abstract-level synthesis
2512.06628,MIND-V: Hierarchical World Model for Long-Horizon Robotic Manipulation with RL-based Physical Alignment,huggingface_papers;arxiv,2025-12-07T02:28:06Z,Ruicheng Zhang; Mingyang Zhang; Jun Zhou; Zhangrui Guo; Zunnan Xu; Xiaofan Liu; Zhizhou Zhong; Puxin Yan; Haocheng Luo; Xiu Li,cs.RO; cs.CV,https://huggingface.co/papers/2512.06628,https://arxiv.org/abs/2512.06628,/root/workspace/jepa/pdfs/2512.06628.pdf,A hierarchical world model with explicit semantic reasoning and RL-based physical alignment can synthesize more plausible long-horizon robotic manipulation videos and support policy learning.,"MIND-V combines a Semantic Reasoning Hub, a Behavioral Semantic Bridge, a Motor Video Generator, staged visual future rollouts, and GRPO post-training with a Physical Foresight Coherence reward that uses V-JEPA2 as a physics referee.",The abstract reports state-of-the-art performance in long-horizon simulation and meaningful value for downstream policy learning while emphasizing physically plausible and logically coherent video synthesis.,"The evidence described in the abstract is mainly simulation-based, with no detailed real-world robotic deployment or component-level quantitative breakdown.","Test the framework on physical robots, expand autonomous embodied data synthesis, and study how world-model planning and physical alignment interact at larger scales.",abstract-level synthesis
2512.06232,Opinion: Learning Intuitive Physics May Require More than Visual Data,arxiv,2025-12-06T00:49:41Z,Ellen Su; Solim Legris; Todd M. Gureckis; Mengye Ren,cs.CV; cs.LG,https://huggingface.co/papers/2512.06232,https://arxiv.org/abs/2512.06232,/root/workspace/jepa/pdfs/2512.06232.pdf,Improving intuitive-physics learning may require more than changing visual data volume or distribution for current V-JEPA-style models.,"The authors pretrain a V-JEPA model on the developmentally realistic, egocentric SAYCam dataset and evaluate the resulting representations on the IntPhys2 benchmark.","Training on SAYCam, despite its developmental realism, does not produce significant gains on IntPhys2, suggesting that data distribution and volume alone are insufficient for current architectures.","The abstract is limited to one dataset framing and benchmark setting, and leaves open whether different architectures, objectives, or nonvisual signals would change the outcome.","Investigate multimodal learning, architectural changes, and alternative training objectives for intuitive physics beyond visual-only pretraining.",abstract-level synthesis
