paper_id,published,year,month,corpus_group,primary_theme,secondary_tags,title,authors,hf_papers_available,arxiv_url,local_pdf
2511.10894,2025-11-14T02:14:08Z,2025,2025-11,adjacent,vision_perception_ssl,video;language;benchmarking,DINOv3 as a Frozen Encoder for CRPS-Oriented Probabilistic Rainfall Nowcasting,Luciano Araujo Dourado Filho; Almir Moreira da Silva Neto; Anthony Miyaguchi; Rodrigo Pereira David; Rodrigo Tripodi Calumby; Lukáš Picek,False,https://arxiv.org/abs/2511.10894,/root/workspace/jepa/pdfs/2511.10894.pdf
2511.16333,2025-11-20T13:11:45Z,2025,2025-11,adjacent,medical_bio_health,video;language;multimodal;world_model;medical;generative_bridge,"Beyond Generative AI: World Models for Clinical Prediction, Counterfactuals, and Planning",Mohammad Areeb Qazi; Maryam Nadeem; Mohammad Yaqub,False,https://arxiv.org/abs/2511.16333,/root/workspace/jepa/pdfs/2511.16333.pdf
2511.16567,2025-11-20T17:22:51Z,2025,2025-11,adjacent,vision_perception_ssl,world_model,POMA-3D: The Point Map Way to 3D Scene Understanding,Ye Mao; Weixun Luo; Ranran Huang; Junpeng Jing; Krystian Mikolajczyk,False,https://arxiv.org/abs/2511.16567,/root/workspace/jepa/pdfs/2511.16567.pdf
2511.17354,2025-11-21T16:18:50Z,2025,2025-11,core,vision_perception_ssl,language;benchmarking,DSeq-JEPA: Discriminative Sequential Joint-Embedding Predictive Architecture,Xiangteng He; Shunsuke Sakai; Shivam Chandhok; Sara Beery; Kun Yuan; Nicolas Padoy; Tatsuhito Hasegawa; Leonid Sigal,True,https://arxiv.org/abs/2511.17354,/root/workspace/jepa/pdfs/2511.17354.pdf
2511.18424,2025-11-23T12:40:04Z,2025,2025-11,core,multimodal_vlm_vla,theory;multimodal;world_model;benchmarking,CrossJEPA: Cross-Modal Joint-Embedding Predictive Architecture for Efficient 3D Representation Learning from 2D Images,Avishka Perera; Kumal Hewagamage; Saeedha Nazar; Kavishka Abeywardana; Hasitha Gallella; Ranga Rodrigo; Mohamed Afham,False,https://arxiv.org/abs/2511.18424,/root/workspace/jepa/pdfs/2511.18424.pdf
2511.18640,2025-11-23T22:34:50Z,2025,2025-11,adjacent,medical_bio_health,language;medical;generative_bridge,Health system learning achieves generalist neuroimaging models,Akhil Kondepudi; Akshay Rao; Chenhui Zhao; Yiwei Lyu; Samir Harake; Soumyanil Banerjee; Rushikesh Joshi; Anna-Katharina Meissner; Renly Hou; Cheng Jiang; Asadur Chowdury; Ashok Srinivasan; Brian Athey; Vikas Gulani; Aditya Pandey; Honglak Lee; Todd Hollon,True,https://arxiv.org/abs/2511.18640,/root/workspace/jepa/pdfs/2511.18640.pdf
2511.23428,2025-11-28T18:25:54Z,2025,2025-11,adjacent,video_temporal,video;language;world_model;generative_bridge;benchmarking,DisMo: Disentangled Motion Representations for Open-World Motion Transfer,Thomas Ressler-Antal; Frank Fundel; Malek Ben Alaya; Stefan Andreas Baumann; Felix Krause; Ming Gui; Björn Ommer,False,https://arxiv.org/abs/2511.23428,/root/workspace/jepa/pdfs/2511.23428.pdf
2512.06232,2025-12-06T00:49:41Z,2025,2025-12,adjacent,vision_perception_ssl,video;world_model;remote_or_science;benchmarking,Opinion: Learning Intuitive Physics May Require More than Visual Data,Ellen Su; Solim Legris; Todd M. Gureckis; Mengye Ren,False,https://arxiv.org/abs/2512.06232,/root/workspace/jepa/pdfs/2512.06232.pdf
2512.06628,2025-12-07T02:28:06Z,2025,2025-12,adjacent,world_models_planning_control,video;language;multimodal;world_model;remote_or_science;generative_bridge,MIND-V: Hierarchical World Model for Long-Horizon Robotic Manipulation with RL-based Physical Alignment,Ruicheng Zhang; Mingyang Zhang; Jun Zhou; Zhangrui Guo; Zunnan Xu; Xiaofan Liu; Zhizhou Zhong; Puxin Yan; Haocheng Luo; Xiu Li,True,https://arxiv.org/abs/2512.06628,/root/workspace/jepa/pdfs/2512.06628.pdf
2512.07168,2025-12-08T05:01:51Z,2025,2025-12,core,foundations_theory_objective,theory;video;audio;language;generative_bridge,JEPA as a Neural Tokenizer: Learning Robust Speech Representations with Density Adaptive Attention,Georgios Ioannides; Christos Constantinou; Aman Chadha; Aaron Elkins; Linsey Pang; Ravid Shwartz-Ziv; Yann LeCun,True,https://arxiv.org/abs/2512.07168,/root/workspace/jepa/pdfs/2512.07168.pdf
2512.10942,2025-12-11T18:59:22Z,2025,2025-12,core,multimodal_vlm_vla,video;language;multimodal;world_model;generative_bridge;benchmarking,VL-JEPA: Joint Embedding Predictive Architecture for Vision-language,Delong Chen; Mustafa Shukor; Theo Moutakanni; Willy Chung; Jade Yu; Tejaswi Kasarla; Yejin Bang; Allen Bolourchi; Yann LeCun; Pascale Fung,True,https://arxiv.org/abs/2512.10942,/root/workspace/jepa/pdfs/2512.10942.pdf
2512.13684,2025-12-15T18:59:48Z,2025,2025-12,adjacent,video_temporal,video,Recurrent Video Masked Autoencoders,Daniel Zoran; Nikhil Parthasarathy; Yi Yang; Drew A Hudson; Joao Carreira; Andrew Zisserman,True,https://arxiv.org/abs/2512.13684,/root/workspace/jepa/pdfs/2512.13684.pdf
2512.15885,2025-12-17T19:01:34Z,2025,2025-12,adjacent,multimodal_vlm_vla,language;multimodal;world_model;benchmarking,Seeing Beyond Words: Self-Supervised Visual Learning for Multimodal Large Language Models,Davide Caffagni; Sara Sarto; Marcella Cornia; Lorenzo Baraldi; Pier Luigi Dovesi; Shaghayegh Roohi; Mark Granroth-Wilding; Rita Cucchiara,True,https://arxiv.org/abs/2512.15885,/root/workspace/jepa/pdfs/2512.15885.pdf
2512.19171,2025-12-22T09:05:06Z,2025,2025-12,core,language_reasoning,language;world_model;generative_bridge,JEPA-Reasoner: Decoupling Latent Reasoning from Token Generation,Bingyang Kelvin Liu; Ziyu Patrick Chen; David P. Woodruff,True,https://arxiv.org/abs/2512.19171,/root/workspace/jepa/pdfs/2512.19171.pdf
2512.19605,2025-12-22T17:41:26Z,2025,2025-12,adjacent,foundations_theory_objective,theory,KerJEPA: Kernel Discrepancies for Euclidean Self-Supervised Learning,Eric Zimmermann; Harley Wiltzer; Justin Szeto; David Alvarez-Melis; Lester Mackey,False,https://arxiv.org/abs/2512.19605,/root/workspace/jepa/pdfs/2512.19605.pdf
2512.21881,2025-12-26T06:10:31Z,2025,2025-12,adjacent,benchmarks_surveys_critiques,video;language;medical;benchmarking,SLIM-Brain: A Data- and Training-Efficient Foundation Model for fMRI Data Analysis,Mo Wang; Junfeng Xia; Wenhao Ye; Enyu Liu; Kaining Peng; Jianfeng Feng; Quanying Liu; Hongkai Wen,True,https://arxiv.org/abs/2512.21881,/root/workspace/jepa/pdfs/2512.21881.pdf
2601.00844,2025-12-28T20:17:49Z,2025,2025-12,core,world_models_planning_control,language;world_model;benchmarking,Value-guided action planning with JEPA world models,Matthieu Destrade; Oumayma Bounou; Quentin Le Lidec; Jean Ponce; Yann LeCun,False,https://arxiv.org/abs/2601.00844,/root/workspace/jepa/pdfs/2601.00844.pdf
2512.24497,2025-12-30T22:50:03Z,2025,2025-12,adjacent,benchmarks_surveys_critiques,video;world_model;benchmarking,What Drives Success in Physical Planning with Joint-Embedding Predictive World Models?,Basile Terver; Tsung-Yen Yang; Jean Ponce; Adrien Bardes; Yann LeCun,True,https://arxiv.org/abs/2512.24497,/root/workspace/jepa/pdfs/2512.24497.pdf
2601.00366,2026-01-01T14:59:58Z,2026,2026-01,core,language_reasoning,language;benchmarking,BERT-JEPA: Reorganizing CLS Embeddings for Language-Invariant Semantics,Taj Gillin; Adam Lalani; Kenneth Zhang; Marcel Mateos Salles,False,https://arxiv.org/abs/2601.00366,/root/workspace/jepa/pdfs/2601.00366.pdf
2601.01577,2026-01-04T15:49:46Z,2026,2026-01,core,world_models_planning_control,world_model,HanoiWorld : A Joint Embedding Predictive Architecture BasedWorld Model for Autonomous Vehicle Controller,Tran Tien Dat; Nguyen Hai An; Nguyen Khanh Viet Dung; Nguyen Duy Duc,False,https://arxiv.org/abs/2601.01577,/root/workspace/jepa/pdfs/2601.01577.pdf
2601.03665,2026-01-07T07:38:58Z,2026,2026-01,adjacent,video_temporal,video;language;world_model;remote_or_science;generative_bridge,PhysVideoGenerator: Towards Physically Aware Video Generation via Latent Physics Guidance,Siddarth Nilol Kundur Satish; Devesh Jaiswal; Hongyu Chen; Abhishek Bakshi,True,https://arxiv.org/abs/2601.03665,/root/workspace/jepa/pdfs/2601.03665.pdf
2601.06212,2026-01-08T18:40:31Z,2026,2026-01,adjacent,multimodal_vlm_vla,theory;video;language;multimodal;world_model;remote_or_science;generative_bridge,Akasha 2: Hamiltonian State Space Duality and Visual-Language Joint Embedding Predictive Architectur,Yani Meziani,False,https://arxiv.org/abs/2601.06212,/root/workspace/jepa/pdfs/2601.06212.pdf
2601.09524,2026-01-14T14:48:11Z,2026,2026-01,core,video_temporal,video,Video Joint-Embedding Predictive Architectures for Facial Expression Recognition,Lennart Eing; Cristina Luna-Jiménez; Silvan Mertes; Elisabeth André,False,https://arxiv.org/abs/2601.09524,/root/workspace/jepa/pdfs/2601.09524.pdf
2601.10592,2026-01-15T17:02:27Z,2026,2026-01,adjacent,video_temporal,video;language;world_model;benchmarking,Action100M: A Large-scale Video Action Dataset,Delong Chen; Tejaswi Kasarla; Yejin Bang; Mustafa Shukor; Willy Chung; Jade Yu; Allen Bolourchi; Theo Moutakanni; Pascale Fung,True,https://arxiv.org/abs/2601.10592,/root/workspace/jepa/pdfs/2601.10592.pdf
2601.14354,2026-01-20T18:04:16Z,2026,2026-01,core,foundations_theory_objective,theory;language;world_model;remote_or_science;generative_bridge,VJEPA: Variational Joint Embedding Predictive Architectures as Probabilistic World Models,Yongchao Huang,False,https://arxiv.org/abs/2601.14354,/root/workspace/jepa/pdfs/2601.14354.pdf
2601.15891,2026-01-22T12:11:53Z,2026,2026-01,core,medical_bio_health,language;medical;generative_bridge;benchmarking,RadJEPA: Radiology Encoder for Chest X-Rays via Joint Embedding Predictive Architecture,Anas Anwarul Haq Khan; Mariam Husain; Kshitij Jadhav,True,https://arxiv.org/abs/2601.15891,/root/workspace/jepa/pdfs/2601.15891.pdf
2601.17216,2026-01-23T23:02:04Z,2026,2026-01,adjacent,video_temporal,video;generative_bridge;benchmarking,Spatiotemporal Semantic V2X Framework for Cooperative Collision Prediction,Murat Arda Onsu; Poonam Lohan; Burak Kantarci; Aisha Syed; Matthew Andrews; Sean Kennedy,False,https://arxiv.org/abs/2601.17216,/root/workspace/jepa/pdfs/2601.17216.pdf
2601.19822,2026-01-27T17:29:05Z,2026,2026-01,core,scientific_industrial_domains,world_model;generative_bridge,A Latent Space Framework for Modeling Transient Engine Emissions Using Joint Embedding Predictive Architectures,Ganesh Sundaram; Tobias Gehra; Jonas Ulmen; Mirjan Heubaum; Daniel Görges; Michael Günthner,False,https://arxiv.org/abs/2601.19822,/root/workspace/jepa/pdfs/2601.19822.pdf
2601.20190,2026-01-28T02:39:47Z,2026,2026-01,adjacent,scientific_industrial_domains,video;world_model;remote_or_science,WirelessJEPA: A Multi-Antenna Foundation Model using Spatio-temporal Wireless Latent Predictions,Viet Chu; Omar Mashaal; Hatem Abou-Zeid,False,https://arxiv.org/abs/2601.20190,/root/workspace/jepa/pdfs/2601.20190.pdf
2602.07000,2026-01-28T17:04:06Z,2026,2026-01,core,world_models_planning_control,video;world_model;remote_or_science,Hierarchical JEPA Meets Predictive Remote Control in Beyond 5G Networks,Abanoub M. Girgis; Ibtissam Labriji; Mehdi Bennis,False,https://arxiv.org/abs/2602.07000,/root/workspace/jepa/pdfs/2602.07000.pdf
2601.22032,2026-01-29T17:39:20Z,2026,2026-01,core,multimodal_vlm_vla,video;multimodal;world_model,Drive-JEPA: Video JEPA Meets Multimodal Trajectory Distillation for End-to-End Driving,Linhan Wang; Zichong Yang; Chen Bai; Guoxiang Zhang; Xiaotong Liu; Xiaoyin Zheng; Xiao-Xiao Long; Chang-Tien Lu; Cheng Lu,True,https://arxiv.org/abs/2601.22032,/root/workspace/jepa/pdfs/2601.22032.pdf
2601.22128,2026-01-29T18:49:37Z,2026,2026-01,adjacent,medical_bio_health,language;world_model;medical,The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal EHR,Irsyad Adam; Zekai Chen; David Laprade; Shaun Porwal; David Laub; Erik Reinertsen; Arda Pekis; Kevin Brown,True,https://arxiv.org/abs/2601.22128,/root/workspace/jepa/pdfs/2601.22128.pdf
2602.09040,2026-01-30T20:51:37Z,2026,2026-01,adjacent,audio_speech,theory;video;audio;world_model;benchmarking,Soft Clustering Anchors for Self-Supervised Speech Representation Learning in Joint Embedding Prediction Architectures,Georgios Ioannides; Adrian Kieback; Judah Goldfeder; Linsey Pang; Aman Chadha; Aaron Elkins; Yann LeCun; Ravid Shwartz-Ziv,True,https://arxiv.org/abs/2602.09040,/root/workspace/jepa/pdfs/2602.09040.pdf
2602.07016,2026-01-31T19:52:54Z,2026,2026-01,adjacent,foundations_theory_objective,theory;video;world_model;benchmarking,Gaussian-Constrained LeJEPA Representations for Unsupervised Scene Discovery and Pose Consistency,Mohsen Mostafa,False,https://arxiv.org/abs/2602.07016,/root/workspace/jepa/pdfs/2602.07016.pdf
2602.01456,2026-02-01T21:49:30Z,2026,2026-02,core,foundations_theory_objective,theory;world_model;benchmarking,Rectified LpJEPA: Joint-Embedding Predictive Architectures with Sparse and Maximum-Entropy Representations,Yilun Kuang; Yash Dagade; Tim G. J. Rudner; Randall Balestriero; Yann LeCun,True,https://arxiv.org/abs/2602.01456,/root/workspace/jepa/pdfs/2602.01456.pdf
2602.02620,2026-02-02T13:36:36Z,2026,2026-02,adjacent,foundations_theory_objective,remote_or_science,CryoLVM: Self-supervised Learning from Cryo-EM Density Maps with Large Vision Models,Weining Fu; Kai Shu; Kui Xu; Qiangfeng Cliff Zhang,False,https://arxiv.org/abs/2602.02620,/root/workspace/jepa/pdfs/2602.02620.pdf
2602.02093,2026-02-02T13:38:04Z,2026,2026-02,core,medical_bio_health,medical,Cell-JEPA: Latent Representation Learning for Single-Cell Transcriptomics,Ali ElSheikh; Rui-Xi Wang; Weimin Wu; Yibo Wen; Payam Dibaeinia; Jennifer Yuntong Zhang; Jerry Yao-Chieh Hu; Mei Knudson; Sudarshan Babu; Shao-Hua Sun; Aly A. Khan; Han Liu,False,https://arxiv.org/abs/2602.02093,/root/workspace/jepa/pdfs/2602.02093.pdf
2602.03604,2026-02-03T14:56:24Z,2026,2026-02,core,vision_perception_ssl,theory;video;world_model;generative_bridge,A Lightweight Library for Energy-Based Joint-Embedding Predictive Architectures,Basile Terver; Randall Balestriero; Megi Dervishi; David Fan; Quentin Garrido; Tushar Nagarajan; Koustuv Sinha; Wancong Zhang; Mike Rabbat; Yann LeCun; Amir Bar,True,https://arxiv.org/abs/2602.03604,/root/workspace/jepa/pdfs/2602.03604.pdf
2602.04643,2026-02-04T15:11:29Z,2026,2026-02,core,vision_perception_ssl,video;world_model;benchmarking,MTS-JEPA: Multi-Resolution Joint-Embedding Predictive Architecture for Time-Series Anomaly Prediction,Yanan He; Yunshi Wen; Xin Wang; Tengfei Ma,False,https://arxiv.org/abs/2602.04643,/root/workspace/jepa/pdfs/2602.04643.pdf
2602.05638,2026-02-05T13:18:33Z,2026,2026-02,adjacent,medical_bio_health,video;language;medical;benchmarking,SurgMotion: A Video-Native Foundation Model for Universal Understanding of Surgical Videos,Jinlin Wu; Felix Holm; Chuxi Chen; An Wang; Yaxin Hu; Xiaofan Ye; Zelin Zang; Miao Xu; Lihua Zhou; Huai Liao; Danny T. M. Chan; Ming Feng; Wai S. Poon; Hongliang Ren; Dong Yi; Nassir Navab; Gaofeng Meng; Jiebo Luo; Hongbin Liu; Zhen Lei,True,https://arxiv.org/abs/2602.05638,/root/workspace/jepa/pdfs/2602.05638.pdf
2603.00049,2026-02-10T01:16:20Z,2026,2026-02,core,vision_perception_ssl,video;language;generative_bridge,BiJEPA: Bi-directional Joint Embedding Predictive Architecture for Symmetric Representation Learning,Yongchao Huang,False,https://arxiv.org/abs/2603.00049,/root/workspace/jepa/pdfs/2603.00049.pdf
2602.09985,2026-02-10T17:10:29Z,2026,2026-02,core,vision_perception_ssl,world_model,Online Monitoring Framework for Automotive Time Series Data using JEPA Embeddings,Alexander Fertig; Karthikeyan Chandra Sekaran; Lakshman Balasubramanian; Michael Botsch,False,https://arxiv.org/abs/2602.09985,/root/workspace/jepa/pdfs/2602.09985.pdf
2602.10098,2026-02-10T18:58:01Z,2026,2026-02,core,multimodal_vlm_vla,video;language;multimodal;world_model,VLA-JEPA: Enhancing Vision-Language-Action Model with Latent World Model,Jingwen Sun; Wenyao Zhang; Zekun Qi; Shaojie Ren; Zezhi Liu; Hanxin Zhu; Guangzhong Sun; Xin Jin; Zhibo Chen,True,https://arxiv.org/abs/2602.10098,/root/workspace/jepa/pdfs/2602.10098.pdf
2602.11322,2026-02-11T19:51:22Z,2026,2026-02,adjacent,video_temporal,video;world_model;benchmarking,Predictive Associative Memory: Retrieval Beyond Similarity Through Temporal Co-occurrence,Jason Dury,False,https://arxiv.org/abs/2602.11322,/root/workspace/jepa/pdfs/2602.11322.pdf
2602.11389,2026-02-11T21:47:26Z,2026,2026-02,core,world_models_planning_control,theory;language;world_model;benchmarking,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,Heejeong Nam; Quentin Le Lidec; Lucas Maes; Yann LeCun; Randall Balestriero,True,https://arxiv.org/abs/2602.11389,/root/workspace/jepa/pdfs/2602.11389.pdf
2602.11832,2026-02-12T11:20:43Z,2026,2026-02,core,multimodal_vlm_vla,video;language;multimodal;world_model;benchmarking,JEPA-VLA: Video Predictive Embedding is Needed for VLA Models,Shangchen Miao; Ningya Feng; Jialong Wu; Ye Lin; Xu He; Dong Li; Mingsheng Long,False,https://arxiv.org/abs/2602.11832,/root/workspace/jepa/pdfs/2602.11832.pdf
2602.12245,2026-02-12T18:30:27Z,2026,2026-02,core,foundations_theory_objective,language;world_model,Intrinsic-Energy Joint Embedding Predictive Architectures Induce Quasimetric Spaces,Anthony Kobanda; Waris Radji,False,https://arxiv.org/abs/2602.12245,/root/workspace/jepa/pdfs/2602.12245.pdf
2602.12540,2026-02-13T02:42:21Z,2026,2026-02,core,world_models_planning_control,video;language;world_model,Self-Supervised JEPA-based World Models for LiDAR Occupancy Completion and Forecasting,Haoran Zhu; Anna Choromanska,False,https://arxiv.org/abs/2602.12540,/root/workspace/jepa/pdfs/2602.12540.pdf
2602.13507,2026-02-13T22:36:42Z,2026,2026-02,adjacent,benchmarks_surveys_critiques,video;audio;world_model;medical;benchmarking,Benchmarking Video Foundation Models for Remote Parkinson's Disease Screening,Md Saiful Islam; Ekram Hossain; Abdelrahman Abdelkader; Tariq Adnan; Fazla Rabbi Mashrur; Sooyong Park; Praveen Kumar; Qasim Sudais; Natalia Chunga; Nami Shah; Jan Freyberg; Christopher Kanan; Ruth Schneider; Ehsan Hoque,False,https://arxiv.org/abs/2602.13507,/root/workspace/jepa/pdfs/2602.13507.pdf
2602.14672,2026-02-16T11:51:46Z,2026,2026-02,adjacent,medical_bio_health,language;world_model;medical;benchmarking,MeFEm: Medical Face Embedding model,Yury Borets; Stepan Botman,True,https://arxiv.org/abs/2602.14672,/root/workspace/jepa/pdfs/2602.14672.pdf
2602.14771,2026-02-16T14:26:07Z,2026,2026-02,core,vision_perception_ssl,language;benchmarking,GOT-JEPA: Generic Object Tracking with Model Adaptation and Occlusion Handling using Joint-Embedding Predictive Architecture,Shih-Fang Chen; Jun-Cheng Chen; I-Hong Jhuo; Yen-Yu Lin,False,https://arxiv.org/abs/2602.14771,/root/workspace/jepa/pdfs/2602.14771.pdf
2602.17162,2026-02-19T08:20:51Z,2026,2026-02,core,medical_bio_health,language;world_model;medical;generative_bridge;benchmarking,JEPA-DNA: Grounding Genomic Foundation Models through Joint-Embedding Predictive Architectures,Ariel Larey; Elay Dahan; Amit Bleiweiss; Raizy Kellerman; Guy Leib; Omri Nayshool; Dan Ofer; Tal Zinger; Dan Dominissini; Gideon Rechavi; Nicole Bussola; Simon Lee; Shane O'Connell; Dung Hoang; Marissa Wirth; Alexander W. Charney; Nati Daniel; Yoli Shavit,False,https://arxiv.org/abs/2602.17162,/root/workspace/jepa/pdfs/2602.17162.pdf
2602.19322,2026-02-22T19:56:56Z,2026,2026-02,core,medical_bio_health,medical;benchmarking,US-JEPA: A Joint Embedding Predictive Architecture for Medical Ultrasound,Ashwath Radhachandran; Vedrana Ivezić; Shreeram Athreya; Ronit Anilkumar; Corey W. Arnold; William Speier,True,https://arxiv.org/abs/2602.19322,/root/workspace/jepa/pdfs/2602.19322.pdf
2603.13265,2026-02-25T22:31:46Z,2026,2026-02,core,vision_perception_ssl,theory;medical;generative_bridge,"Knowledge, Rules and Their Embeddings: Two Paths towards Neuro-Symbolic JEPA",Yongchao Huang; Hassan Raza,False,https://arxiv.org/abs/2603.13265,/root/workspace/jepa/pdfs/2603.13265.pdf
2602.22617,2026-02-26T04:45:07Z,2026,2026-02,core,language_reasoning,language,Semantic Tube Prediction: Beating LLM Data Efficiency with JEPA,Hai Huang; Yann LeCun; Randall Balestriero,False,https://arxiv.org/abs/2602.22617,/root/workspace/jepa/pdfs/2602.22617.pdf
2602.23058,2026-02-26T14:42:53Z,2026,2026-02,adjacent,world_models_planning_control,theory;video;language;world_model;benchmarking,GeoWorld: Geometric World Models,Zeyu Zhang; Danning Li; Ian Reid; Richard Hartley,True,https://arxiv.org/abs/2602.23058,/root/workspace/jepa/pdfs/2602.23058.pdf
2603.02263,2026-02-28T07:54:43Z,2026,2026-02,core,vision_perception_ssl,world_model,Social-JEPA: Emergent Geometric Isomorphism,Haoran Zhang; Youjin Wang; Yi Duan; Rong Fu; Dianyu Zhao; Sicheng Fan; Shuaishuai Cao; Wentao Guo; Xiao Zhou,False,https://arxiv.org/abs/2603.02263,/root/workspace/jepa/pdfs/2603.02263.pdf
2603.02650,2026-03-03T06:36:16Z,2026,2026-03,adjacent,vision_perception_ssl,video;world_model;generative_bridge;benchmarking,Improving Diffusion Planners by Self-Supervised Action Gating with Energies,Yuan Lu; Dongqi Han; Yansen Wang; Dongsheng Li,False,https://arxiv.org/abs/2603.02650,/root/workspace/jepa/pdfs/2603.02650.pdf
2603.05924,2026-03-06T05:32:40Z,2026,2026-03,adjacent,foundations_theory_objective,theory,Weak-SIGReg: Covariance Regularization for Stable Deep Learning,Habibullah Akbar,True,https://arxiv.org/abs/2603.05924,/root/workspace/jepa/pdfs/2603.05924.pdf
2603.07083,2026-03-07T07:41:28Z,2026,2026-03,adjacent,world_models_planning_control,world_model;benchmarking,Dreamer-CDP: Improving Reconstruction-free World Models Via Continuous Deterministic Representation Prediction,Michael Hauri; Friedemann Zenke,False,https://arxiv.org/abs/2603.07083,/root/workspace/jepa/pdfs/2603.07083.pdf
2603.11417,2026-03-12T01:19:32Z,2026,2026-03,adjacent,world_models_planning_control,world_model,Zero-Shot Cross-City Generalization in End-to-End Autonomous Driving: Self-Supervised versus Supervised Representations,Fatemeh Naeinian; Ali Hamza; Haoran Zhu; Anna Choromanska,False,https://arxiv.org/abs/2603.11417,/root/workspace/jepa/pdfs/2603.11417.pdf
2603.12772,2026-03-13T08:16:53Z,2026,2026-03,adjacent,multimodal_vlm_vla,video;language;multimodal;world_model;benchmarking,PVI: Plug-in Visual Injection for Vision-Language-Action Models,Zezhou Zhang; Songxin Zhang; Xiao Xiong; Junjie Zhang; Zejian Xie; Jingyi Xi; Zunyao Mao; Zan Mao; Zhixin Mai; Zhuoyang Song; Jiaxing Zhang,False,https://arxiv.org/abs/2603.12772,/root/workspace/jepa/pdfs/2603.12772.pdf
2603.13227,2026-03-13T17:59:51Z,2026,2026-03,adjacent,scientific_industrial_domains,video;remote_or_science,Representation Learning for Spatiotemporal Physical Systems,Helen Qu; Rudy Morel; Michael McCabe; Alberto Bietti; François Lanusse; Shirley Ho; Yann LeCun,False,https://arxiv.org/abs/2603.13227,/root/workspace/jepa/pdfs/2603.13227.pdf
2603.19312,2026-03-13T19:48:14Z,2026,2026-03,core,vision_perception_ssl,theory;world_model;benchmarking,LeWorldModel: Stable End-to-End Joint-Embedding Predictive Architecture from Pixels,Lucas Maes; Quentin Le Lidec; Damien Scieur; Yann LeCun; Randall Balestriero,True,https://arxiv.org/abs/2603.19312,/root/workspace/jepa/pdfs/2603.19312.pdf
2603.13943,2026-03-14T13:30:49Z,2026,2026-03,core,scientific_industrial_domains,language;remote_or_science;generative_bridge,Sat-JEPA-Diff: Bridging Self-Supervised Learning and Generative Diffusion for Remote Sensing,Kursat Komurcu; Linas Petkevicius,True,https://arxiv.org/abs/2603.13943,/root/workspace/jepa/pdfs/2603.13943.pdf
2603.14131,2026-03-14T21:39:56Z,2026,2026-03,core,vision_perception_ssl,world_model,Is the reconstruction loss culprit? An attempt to outperform JEPA,Alexey Potapov; Oleg Shcherbakov; Ivan Kravchenko,False,https://arxiv.org/abs/2603.14131,/root/workspace/jepa/pdfs/2603.14131.pdf
2603.14482,2026-03-15T17:02:40Z,2026,2026-03,core,video_temporal,video;language;world_model;generative_bridge;benchmarking,V-JEPA 2.1: Unlocking Dense Features in Video Self-Supervised Learning,Lorenzo Mur-Labadia; Matthew Muckley; Amir Bar; Mido Assran; Koustuv Sinha; Mike Rabbat; Yann LeCun; Nicolas Ballas; Adrien Bardes,True,https://arxiv.org/abs/2603.14482,/root/workspace/jepa/pdfs/2603.14482.pdf
2603.15553,2026-03-16T17:13:27Z,2026,2026-03,adjacent,vision_perception_ssl,generative_bridge,Self-Distillation of Hidden Layers for Self-Supervised Representation Learning,Scott C. Lowe; Anthony Fuller; Sageev Oore; Evan Shelhamer; Graham W. Taylor,False,https://arxiv.org/abs/2603.15553,/root/workspace/jepa/pdfs/2603.15553.pdf
2603.15916,2026-03-16T21:05:39Z,2026,2026-03,adjacent,benchmarks_surveys_critiques,video;language;benchmarking,"Auto Researching, not hyperparameter tuning: Convergence Analysis of 10,000 Experiments",Xiaoyi Li,False,https://arxiv.org/abs/2603.15916,/root/workspace/jepa/pdfs/2603.15916.pdf
2603.16281,2026-03-17T09:13:29Z,2026,2026-03,adjacent,foundations_theory_objective,world_model;medical;benchmarking,Laya: A LeJEPA Approach to EEG via Latent Prediction over Reconstruction,Saarang Panchavati; Uddhav Panchavati; Corey Arnold; William Speier,False,https://arxiv.org/abs/2603.16281,/root/workspace/jepa/pdfs/2603.16281.pdf
2604.03266,2026-03-18T20:23:52Z,2026,2026-03,adjacent,vision_perception_ssl,video;language;world_model;medical;remote_or_science,Emergent Compositional Communication for Latent World Properties,Tomek Kaszyński,True,https://arxiv.org/abs/2604.03266,/root/workspace/jepa/pdfs/2604.03266.pdf
2603.19100,2026-03-19T16:26:11Z,2026,2026-03,adjacent,medical_bio_health,video;language;medical,LuMamba: Latent Unified Mamba for Electrode Topology-Invariant and Efficient EEG Modeling,Danaé Broustail; Anna Tegon; Thorir Mar Ingolfsson; Yawei Li; Luca Benini,True,https://arxiv.org/abs/2603.19100,/root/workspace/jepa/pdfs/2603.19100.pdf
2603.20327,2026-03-20T01:30:59Z,2026,2026-03,adjacent,vision_perception_ssl,video;world_model;generative_bridge,Probing the Latent World: Emergent Discrete Symbols and Physical Structure in Latent Representations,Liu hung ming,False,https://arxiv.org/abs/2603.20327,/root/workspace/jepa/pdfs/2603.20327.pdf
2603.20048,2026-03-20T15:32:47Z,2026,2026-03,adjacent,scientific_industrial_domains,video;world_model;remote_or_science,Structured Latent Dynamics in Wireless CSI via Homomorphic World Models,Salmane Naoumi; Mehdi Bennis; Marwa Chafii,False,https://arxiv.org/abs/2603.20048,/root/workspace/jepa/pdfs/2603.20048.pdf
